,YEAR WON,SPORT,LEVEL,GENDER,DIVISION,WINNER
758,1984-85,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
759,1984-85,Rugby,Sr. Varsity,Boys,Div I,Henry Wise Wood
760,1984-85,Rugby,Sr. Varsity,Boys,Div II,Father Lacombe
761,1984-85,Soccer,Varsity,Boys,Div I,St. Mary’s
762,1984-85,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
763,1984-85,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
764,1984-85,Track and Field,Jr. Varsity,Girls,None,Western Canada
765,1984-85,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
766,1984-85,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
767,1984-85,Volleyball,Jr. Varsity,Boys,Div I,Sir Winston Churchill
768,1984-85,Volleyball,Jr. Varsity,Girls,Div I,Western Canada
769,1984-85,Volleyball,Sr. Varsity,Boys,Div I,Crescent Heights
770,1984-85,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
771,1984-85,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
772,1985-86,Badminton,Aggregate,Coed,Div I,Western Canada
773,1985-86,Badminton,Aggregate,Coed,Div II,James Fowler
774,1985-86,Basketball,Jr. Varsity,Boys,Div I,Father Lacombe
775,1985-86,Basketball,Jr. Varsity,Boys,Div II,Henry Wise Wood
776,1985-86,Basketball,Jr. Varsity,Girls,Div I,St. Mary’s
777,1985-86,Basketball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
778,1985-86,Basketball,Sr. Varsity,Boys,Div II,Bowness
779,1985-86,Basketball,Sr. Varsity,Girls,Div I,Sir Winston Churchill
780,1985-86,Basketball,Sr. Varsity,Girls,Div II,Bowness
781,1985-86,Cross Country,Grand Aggregate,Coed,None,Bishop Grandin
782,1985-86,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
783,1985-86,Field Hockey,Jr. Varsity,Girls,None,Henry Wise Wood
784,1985-86,Field Hockey,Varsity,Girls,Div I,Western Canada
785,1985-86,Football,Jr. Varsity,Boys,Div I,St. Francis
786,1985-86,Football,Jr. Varsity,Boys,Div II,Father Lacombe
787,1985-86,Football,Sr. Varsity,Boys,Div I,St. Francis
788,1985-86,Football,Sr. Varsity,Boys,Div II,William Aberhart
789,1985-86,Rugby,Jr. Varsity,Boys,Div I,Ernest Manning
790,1985-86,Rugby,Sr. Varsity,Boys,Div I,Dr. E.P. Scarlett
791,1985-86,Rugby,Sr. Varsity,Boys,Div II,Western Canada
792,1985-86,Soccer,Varsity,Boys,Div I,Father Lacombe
793,1985-86,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
794,1985-86,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
795,1985-86,Track and Field,Jr. Varsity,Girls,None,Western Canada
796,1985-86,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
797,1985-86,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
798,1985-86,Volleyball,Jr. Varsity,Boys,Div I,Father Lacombe
799,1985-86,Volleyball,Jr. Varsity,Girls,Div I,Lord Beaverbrook
800,1985-86,Volleyball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
801,1985-86,Volleyball,Sr. Varsity,Girls,Div I,Sir Winston Churchill
802,1985-86,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
803,1986-87,Badminton,Aggregate,Coed,Div I,Western Canada
804,1986-87,Badminton,Aggregate,Coed,Div II,"St. Mary’s 
and John G. Diefenbaker"
805,1986-87,Basketball,Jr. Varsity,Boys,Div I,Bishop Grandin
806,1986-87,Basketball,Jr. Varsity,Boys,Div II,St. Mary’s
807,1986-87,Basketball,Jr. Varsity,Girls,Div I,Sir Winston Churchill
808,1986-87,Basketball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
809,1986-87,Basketball,Sr. Varsity,Boys,Div II,John G. Diefenbaker
810,1986-87,Basketball,Sr. Varsity,Girls,Div I,Bishop Grandin
811,1986-87,Basketball,Sr. Varsity,Girls,Div II,Bowness
812,1986-87,Cross Country,Grand Aggregate,Coed,None,Bishop Grandin
813,1986-87,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
814,1986-87,Field Hockey,Jr. Varsity,Girls,None,Henry Wise Wood
815,1986-87,Field Hockey,Varsity,Girls,Div I,St. Mary’s
816,1986-87,Football,Jr. Varsity,Boys,Div I,St. Francis
817,1986-87,Football,Jr. Varsity,Boys,Div II,St. Mary’s
818,1986-87,Football,Sr. Varsity,Boys,Div I,Bishop Grandin
819,1986-87,Football,Sr. Varsity,Boys,Div II,Father Lacombe
820,1986-87,Rugby,Jr. Varsity,Boys,Div I,Western Canada
821,1986-87,Rugby,Sr. Varsity,Boys,Div I,Henry Wise Wood
822,1986-87,Rugby,Sr. Varsity,Boys,Div II,John G. Diefenbaker
823,1986-87,Soccer,Varsity,Boys,Div I,Western Canada
824,1986-87,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
825,1986-87,Track and Field,Jr. Varsity,Boys,None,Western Canada
826,1986-87,Track and Field,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
827,1986-87,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
828,1986-87,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
829,1986-87,Volleyball,Jr. Varsity,Boys,Div I,Western Canada
830,1986-87,Volleyball,Jr. Varsity,Girls,Div I,Bishop Grandin
831,1986-87,Volleyball,Sr. Varsity,Boys,Div I,Bishop Grandin
832,1986-87,Volleyball,Sr. Varsity,Girls,Div I,Sir Winston Churchill
833,1986-87,Wrestling,Sr. Varsity,Boys,None,Henry Wise Wood
834,1987-88,Badminton,Aggregate,Coed,Div I,Western Canada
835,1987-88,Badminton,Aggregate,Coed,Div II,Dr. E.P. Scarlett
836,1987-88,Basketball,Jr. Varsity,Boys,Div I,Western Canada
837,1987-88,Basketball,Jr. Varsity,Boys,Div II,Lord Beaverbrook
838,1987-88,Basketball,Jr. Varsity,Girls,Div I,Western Canada
839,1987-88,Basketball,Sr. Varsity,Boys,Div I,Western Canada
840,1987-88,Basketball,Sr. Varsity,Boys,Div II,Lord Beaverbrook
841,1987-88,Basketball,Sr. Varsity,Girls,Div I,St. Mary’s
842,1987-88,Basketball,Sr. Varsity,Girls,Div II,William Aberhart
843,1987-88,Cross Country,Grand Aggregate,Coed,None,Western Canada
844,1987-88,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
845,1987-88,Field Hockey,Jr. Varsity,Girls,None,St. Mary’s
846,1987-88,Field Hockey,Varsity,Girls,Div I,St. Mary’s
847,1987-88,Football,Jr. Varsity,Boys,Div I,Lord Beaverbrook
848,1987-88,Football,Jr. Varsity,Boys,Div II,Father Lacombe
849,1987-88,Football,Sr. Varsity,Boys,Div I,St. Francis
850,1987-88,Football,Sr. Varsity,Boys,Div II,Father Lacombe
851,1987-88,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
852,1987-88,Rugby,Sr. Varsity,Boys,Div I,Western Canada
853,1987-88,Rugby,Sr. Varsity,Boys,Div II,Ernest Manning
854,1987-88,Soccer,Varsity,Boys,Div I,Father Lacombe
855,1987-88,Swimming,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
856,1987-88,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
857,1987-88,Track and Field,Jr. Varsity,Girls,None,Western Canada
858,1987-88,Track and Field,Sr. Varsity,Boys,None,Western Canada
859,1987-88,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
860,1987-88,Volleyball,Jr. Varsity,Boys,Div I,Western Canada
861,1987-88,Volleyball,Jr. Varsity,Girls,Div I,Father Lacombe
862,1987-88,Volleyball,Sr. Varsity,Boys,Div I,Western Canada
863,1987-88,Volleyball,Sr. Varsity,Girls,Div I,Western Canada
864,1987-88,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
865,1988-89,Badminton,Aggregate,Coed,Div I,Western Canada
866,1988-89,Badminton,Aggregate,Coed,Div II,Forest Lawn
867,1988-89,Basketball,Jr. Varsity,Boys,Div I,St. Mary’s
868,1988-89,Basketball,Jr. Varsity,Boys,Div II,Crescent Heights
869,1988-89,Basketball,Jr. Varsity,Girls,Div I,Bishop Grandin
870,1988-89,Basketball,Jr. Varsity,Girls,Div II,John G. Diefenbaker
871,1988-89,Basketball,Sr. Varsity,Boys,Div I,St. Mary’s
872,1988-89,Basketball,Sr. Varsity,Boys,Div II,Crescent Heights
873,1988-89,Basketball,Sr. Varsity,Girls,Div I,Western Canada
874,1988-89,Basketball,Sr. Varsity,Girls,Div II,Crescent Heights
875,1988-89,Cross Country,Grand Aggregate,Coed,None,Western Canada
876,1988-89,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
877,1988-89,Field Hockey,Jr. Varsity,Girls,None,Henry Wise Wood
878,1988-89,Field Hockey,Varsity,Girls,Div I,Crescent Heights
879,1988-89,Football,Jr. Varsity,Boys,Div I,Henry Wise Wood
880,1988-89,Football,Jr. Varsity,Boys,Div II,Crescent Heights
881,1988-89,Football,Sr. Varsity,Boys,Div I,St. Francis
882,1988-89,Football,Sr. Varsity,Boys,Div II,Ernest Manning
883,1988-89,Rugby,Jr. Varsity,Boys,Div I,Western Canada
884,1988-89,Rugby,Sr. Varsity,Boys,Div I,Western Canada
885,1988-89,Rugby,Sr. Varsity,Boys,Div II,Lord Beaverbrook
886,1988-89,Soccer,Varsity,Boys,Div I,Father Lacombe
887,1988-89,Swimming,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
888,1988-89,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
889,1988-89,Track and Field,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
890,1988-89,Track and Field,Sr. Varsity,Boys,None,Western Canada
891,1988-89,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
892,1988-89,Volleyball,Jr. Varsity,Boys,Div I,Western Canada
893,1988-89,Volleyball,Jr. Varsity,Girls,Div I,Western Canada
894,1988-89,Volleyball,Sr. Varsity,Boys,Div I,Western Canada
895,1988-89,Volleyball,Sr. Varsity,Girls,Div I,Western Canada
896,1988-89,Wrestling,Jr. Varsity,Boys,None,Western Canada
897,1988-89,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
898,1989-90,Badminton,Aggregate,Coed,Div I,Western Canada
899,1989-90,Badminton,Aggregate,Coed,Div II,Bishop Carroll
900,1989-90,Basketball,Jr. Varsity,Boys,Div I,Sir W. Churchill
901,1989-90,Basketball,Jr. Varsity,Boys,Div II,Queen Elizabeth
902,1989-90,Basketball,Jr. Varsity,Girls,Div I,Bishop Grandin
903,1989-90,Basketball,Jr. Varsity,Girls,Div II,William Aberhart
904,1989-90,Basketball,Sr. Varsity,Boys,Div I,Western Canada
905,1989-90,Basketball,Sr. Varsity,Boys,Div II,Father Lacombe
906,1989-90,Basketball,Sr. Varsity,Girls,Div I,Western Canada
907,1989-90,Basketball,Sr. Varsity,Girls,Div II,Bowness
908,1989-90,Cross Country,Grand Aggregate,Coed,None,Bishop Grandin
909,1989-90,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
910,1989-90,Field Hockey,Jr. Varsity,Girls,None,Henry Wise Wood
911,1989-90,Field Hockey,Varsity,Girls,Div I,Henry Wise Wood
912,1989-90,Football,Jr. Varsity,Boys,Div I,Henry Wise Wood
913,1989-90,Football,Jr. Varsity,Boys,Div II,Ernest Manning
914,1989-90,Football,Sr. Varsity,Boys,Div I,St. Francis
915,1989-90,Football,Sr. Varsity,Boys,Div II,Ernest Manning
916,1989-90,Rugby,Jr. Varsity,Boys,Div I,Central Memorial
917,1989-90,Rugby,Sr. Varsity,Boys,Div II,Bishop Carroll
918,1989-90,Soccer,Varsity,Boys,Div I,St. Francis
919,1989-90,Swimming,Grand Aggregate,Coed,None,William Aberhart
920,1989-90,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
921,1989-90,Track and Field,Jr. Varsity,Girls,None,Bishop Grandin
922,1989-90,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
923,1989-90,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
924,1989-90,Volleyball,Jr. Varsity,Boys,Div I,Western Canada
925,1989-90,Volleyball,Jr. Varsity,Boys,Div II,Central Memorial
926,1989-90,Volleyball,Jr. Varsity,Girls,Div I,Western Canada
927,1989-90,Volleyball,Jr. Varsity,Girls,Div II,John G. Diefenbaker
928,1989-90,Volleyball,Sr. Varsity,Boys,Div I,Western Canada
929,1989-90,Volleyball,Sr. Varsity,Boys,Div II,St. Mary’s
930,1989-90,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
931,1989-90,Volleyball,Sr. Varsity,Girls,Div II,James Fowler
932,1989-90,Wrestling,Jr. Varsity,Boys,None,Western Canada
933,1989-90,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
934,1990-91,Badminton,Aggregate,Coed,Div I,Western Canada
935,1990-91,Badminton,Aggregate,Coed,Div II,William Aberhart
936,1990-91,Basketball,Jr. Varsity,Boys,Div I,Western Canada
937,1990-91,Basketball,Jr. Varsity,Boys,Div II,James Fowler
938,1990-91,Basketball,Jr. Varsity,Girls,Div I,Western Canada
939,1990-91,Basketball,Jr. Varsity,Girls,Div II,Father Lacombe
940,1990-91,Basketball,Sr. Varsity,Boys,Div I,St. Francis
941,1990-91,Basketball,Sr. Varsity,Boys,Div II,William Aberhart
942,1990-91,Basketball,Sr. Varsity,Girls,Div I,Western Canada
943,1990-91,Basketball,Sr. Varsity,Girls,Div II,Bowness
944,1990-91,Cross Country,Grand Aggregate,Coed,None,Bishop Carroll
945,1990-91,Diving,Grand Aggregate,Coed,None,John G. Diefenbaker
946,1990-91,Field Hockey,Jr. Varsity,Girls,None,Sir Winston Churchill
947,1990-91,Field Hockey,Varsity,Girls,Div I,Henry Wise Wood
948,1990-91,Football,Jr. Varsity,Boys,Div I,Sir Winston Churchill
949,1990-91,Football,Jr. Varsity,Boys,Div II,St. Mary’s
950,1990-91,Football,Sr. Varsity,Boys,Div I,St. Francis
951,1990-91,Football,Sr. Varsity,Boys,Div II,St. Mary’s
952,1990-91,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
953,1990-91,Rugby,Jr. Varsity,Boys,Div II,Central Memorial
954,1990-91,Rugby,Sr. Varsity,Boys,Div I,Henry Wise Wood
955,1990-91,Rugby,Sr. Varsity,Boys,Div II,William Aberhart
956,1990-91,Soccer,Varsity,Boys,Div I,Sir Winston Churchill
957,1990-91,Swimming,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
958,1990-91,Track and Field,Jr. Varsity,Boys,None,Western Canada
959,1990-91,Track and Field,Jr. Varsity,Girls,None,Western Canada
960,1990-91,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
961,1990-91,Track and Field,Sr. Varsity,Girls,None,Western Canada
962,1990-91,Volleyball,Jr. Varsity,Boys,Div I,James Fowler
963,1990-91,Volleyball,Jr. Varsity,Boys,Div II,Bowness
964,1990-91,Volleyball,Jr. Varsity,Girls,Div I,St. Francis
965,1990-91,Volleyball,Jr. Varsity,Girls,Div II,William Aberhart
966,1990-91,Volleyball,Sr. Varsity,Boys,Div I,Crescent Heights
967,1990-91,Volleyball,Sr. Varsity,Boys,Div II,William Aberhart
968,1990-91,Volleyball,Sr. Varsity,Girls,Div I,Sir Winston Churchill
969,1990-91,Volleyball,Sr. Varsity,Girls,Div II,Bowness
970,1990-91,Wrestling,Jr. Varsity,Boys,None,Western Canada
971,1990-91,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
972,1991-92,Badminton,Aggregate,Coed,Div I,Western Canada
973,1991-92,Badminton,Aggregate,Coed,Div II,William Aberhart
974,1991-92,Basketball,Jr. Varsity,Boys,Div I,Lester B. Pearson
975,1991-92,Basketball,Jr. Varsity,Boys,Div II,Forest Lawn
976,1991-92,Basketball,Jr. Varsity,Girls,Div I,Lester B. Pearson
977,1991-92,Basketball,Jr. Varsity,Girls,Div II,St. Mary’s
978,1991-92,Basketball,Sr. Varsity,Boys,Div I,St. Francis
979,1991-92,Basketball,Sr. Varsity,Boys,Div II,Bowness
980,1991-92,Basketball,Sr. Varsity,Girls,Div I,Western Canada
981,1991-92,Basketball,Sr. Varsity,Girls,Div II,Bowness
982,1991-92,Cross Country,Grand Aggregate,Coed,None,Western Canada
983,1991-92,Diving,Grand Aggregate,Coed,None,John G. Diefenbaker
984,1991-92,Field Hockey,Jr. Varsity,Girls,None,Western Canada
985,1991-92,Field Hockey,Varsity,Girls,Div I,Henry Wise Wood
986,1991-92,Football,Jr. Varsity,Boys,Div I,St. Francis
987,1991-92,Football,Jr. Varsity,Boys,Div II,Dr. E.P. Scarlett
988,1991-92,Football,Sr. Varsity,Boys,Div I,Henry Wise Wood
989,1991-92,Football,Sr. Varsity,Boys,Div II,St. Mary’s
990,1991-92,Rugby,Jr. Varsity,Boys,Div I,Bishop Grandin
991,1991-92,Rugby,Jr. Varsity,Boys,Div II,Lester B. Pearson
992,1991-92,Rugby,Sr. Varsity,Boys,Div I,Henry Wise Wood
993,1991-92,Rugby,Sr. Varsity,Boys,Div II,Central Memorial
994,1991-92,Soccer,Varsity,Boys,Div I,St. Francis
995,1991-92,Swimming,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
996,1991-92,Track and Field,Jr. Varsity,Boys,None,Western Canada
997,1991-92,Track and Field,Jr. Varsity,Girls,None,Sir Winston Churchill
998,1991-92,Track and Field,Sr. Varsity,Boys,None,Western Canada
999,1991-92,Track and Field,Sr. Varsity,Girls,None,Western Canada
1000,1991-92,Volleyball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1001,1991-92,Volleyball,Jr. Varsity,Boys,Div II,Queen Elizabeth
1002,1991-92,Volleyball,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1003,1991-92,Volleyball,Jr. Varsity,Girls,Div II,Father Lacombe
1004,1991-92,Volleyball,Sr. Varsity,Boys,Div I,Father Lacombe
1005,1991-92,Volleyball,Sr. Varsity,Boys,Div II,Bowness
1006,1991-92,Volleyball,Sr. Varsity,Girls,Div I,William Aberhart
1007,1991-92,Volleyball,Sr. Varsity,Girls,Div II,Bowness
1008,1991-92,Wrestling,Jr. Varsity,Boys,None,Not Awarded
1009,1991-92,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
1010,1992-93,Badminton,Aggregate,Coed,Div I,Western Canada
1011,1992-93,Badminton,Aggregate,Coed,Div II,William Aberhart
1012,1992-93,Basketball,Jr. Varsity,Boys,Div I,St. Francis
1013,1992-93,Basketball,Jr. Varsity,Boys,Div II,Bowness
1014,1992-93,Basketball,Jr. Varsity,Girls,Div I,Crescent Heights
1015,1992-93,Basketball,Jr. Varsity,Girls,Div II,Henry Wise Wood
1016,1992-93,Basketball,Sr. Varsity,Boys,Div I,Lord Beaverbrook
1017,1992-93,Basketball,Sr. Varsity,Boys,Div II,Forest Lawn
1018,1992-93,Basketball,Sr. Varsity,Girls,Div I,Western Canada
1019,1992-93,Basketball,Sr. Varsity,Girls,Div II,Bowness
1020,1992-93,Cross Country,Grand Aggregate,Coed,None,Bishop Carroll
1021,1992-93,Diving,Grand Aggregate,Coed,None,Lord Beaverbrook
1022,1992-93,Field Hockey,Jr. Varsity,Girls,None,Western Canada
1023,1992-93,Field Hockey,Varsity,Girls,Div I,William Aberhart
1024,1992-93,Football,Jr. Varsity,Boys,Div I,Lord Beaverbrook
1025,1992-93,Football,Jr. Varsity,Boys,Div II,Father Lacombe
1026,1992-93,Football,Sr. Varsity,Boys,Div I,St. Francis
1027,1992-93,Football,Sr. Varsity,Boys,Div II,Bishop Carroll
1028,1992-93,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
1029,1992-93,Rugby,Jr. Varsity,Boys,Div II,Lester B. Pearson
1030,1992-93,Rugby,Sr. Varsity,Boys,Div I,Western Canada
1031,1992-93,Rugby,Sr. Varsity,Boys,Div II,Central Memorial
1032,1992-93,Soccer,Varsity,Boys,Div I,Father Lacombe
1033,1992-93,Swimming,Grand Aggregate,Coed,None,Lord Beaverbrook
1034,1992-93,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1035,1992-93,Track and Field,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1036,1992-93,Track and Field,Sr. Varsity,Boys,None,Bishop Carroll
1037,1992-93,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1038,1992-93,Volleyball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1039,1992-93,Volleyball,Jr. Varsity,Boys,Div II,Queen Elizabeth
1040,1992-93,Volleyball,Jr. Varsity,Girls,Div I,Sir Winston Churchill
1041,1992-93,Volleyball,Jr. Varsity,Girls,Div II,St. Mary’s
1042,1992-93,Volleyball,Sr. Varsity,Boys,Div I,Bishop Carroll
1043,1992-93,Volleyball,Sr. Varsity,Boys,Div II,Queen Elizabeth
1044,1992-93,Volleyball,Sr. Varsity,Girls,Div I,Western Canada
1045,1992-93,Volleyball,Sr. Varsity,Girls,Div II,Bowness
1046,1992-93,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
1047,1993-94,Badminton,Aggregate,Coed,Div I,Western Canada
1048,1993-94,Badminton,Aggregate,Coed,Div II,William Aberhart
1049,1993-94,Basketball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1050,1993-94,Basketball,Jr. Varsity,Boys,Div II,St. Mary’s
1051,1993-94,Basketball,Jr. Varsity,Girls,Div I,Lester B. Pearson
1052,1993-94,Basketball,Jr. Varsity,Girls,Div II,Lord Beaverbrook
1053,1993-94,Basketball,Sr. Varsity,Boys,Div I,Bishop Grandin
1054,1993-94,Basketball,Sr. Varsity,Boys,Div II,Central Memorial
1055,1993-94,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1056,1993-94,Basketball,Sr. Varsity,Girls,Div II,Bishop Carroll
1057,1993-94,Cross Country,Grand Aggregate,Coed,None,Bishop Carroll
1058,1993-94,Diving,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1059,1993-94,Field Hockey,Jr. Varsity,Girls,None,Sir Winston Churchill
1060,1993-94,Field Hockey,Varsity,Girls,Div I,Crescent Heights
1061,1993-94,Football,Jr. Varsity,Boys,Div I,St. Francis
1062,1993-94,Football,Jr. Varsity,Boys,Div II,Father Lacombe
1063,1993-94,Football,Sr. Varsity,Boys,Div I,James Fowler
1064,1993-94,Football,Sr. Varsity,Boys,Div II,Bowness
1065,1993-94,Rugby,Jr. Varsity,Boys,Div I,Bishop Grandin
1066,1993-94,Rugby,Sr. Varsity,Boys,Div I,St. Francis
1067,1993-94,Rugby,Sr. Varsity,Boys,Div II,Bowness
1068,1993-94,Soccer,Varsity,Boys,Div I,Father Lacombe
1069,1993-94,Swimming,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1070,1993-94,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1071,1993-94,Track and Field,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1072,1993-94,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1073,1993-94,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1074,1993-94,Volleyball,Jr. Varsity,Boys,Div I,Western Canada
1075,1993-94,Volleyball,Jr. Varsity,Boys,Div II,Central Memorial
1076,1993-94,Volleyball,Jr. Varsity,Girls,Div I,Lord Beaverbrook
1077,1993-94,Volleyball,Jr. Varsity,Girls,Div II,Henry Wise Wood
1078,1993-94,Volleyball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1079,1993-94,Volleyball,Sr. Varsity,Boys,Div II,Western Canada
1080,1993-94,Volleyball,Sr. Varsity,Girls,Div I,Western Canada
1081,1993-94,Volleyball,Sr. Varsity,Girls,Div II,Lord Beaverbrook
1082,1993-94,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
1083,1994-95,Badminton,Aggregate,Coed,Div I,Western Canada
1084,1994-95,Badminton,Aggregate,Coed,Div II,Lester B. Pearson
1085,1994-95,Basketball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1086,1994-95,Basketball,Jr. Varsity,Boys,Div II,Father Lacombe
1087,1994-95,Basketball,Jr. Varsity,Girls,Div I,Bishop Grandin
1088,1994-95,Basketball,Jr. Varsity,Girls,Div II,St. Francis
1089,1994-95,Basketball,Sr. Varsity,Boys,Div I,Lester B. Pearson
1090,1994-95,Basketball,Sr. Varsity,Boys,Div II,Central Memorial
1091,1994-95,Basketball,Sr. Varsity,Girls,Div I,William Aberhart
1092,1994-95,Basketball,Sr. Varsity,Girls,Div II,Father Lacombe
1093,1994-95,Cross Country,Grand Aggregate,Coed,None,Western Canada
1094,1994-95,Diving,Grand Aggregate,Coed,None,John G. Diefenbaker
1095,1994-95,Field Hockey,Jr. Varsity,Girls,None,St. Mary’s
1096,1994-95,Field Hockey,Varsity,Girls,Div I,Henry Wise Wood
1097,1994-95,Football,Jr. Varsity,Boys,Div I,Bishop Carroll
1098,1994-95,Football,Jr. Varsity,Boys,Div II,Father Lacombe
1099,1994-95,Football,Sr. Varsity,Boys,Div I,St. Francis
1100,1994-95,Football,Sr. Varsity,Boys,Div II,William Aberhart
1101,1994-95,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
1102,1994-95,Rugby,Jr. Varsity,Boys,Div II,Lester B. Pearson
1103,1994-95,Rugby,Sr. Varsity,Boys,Div I,Crescent Heights
1104,1994-95,Rugby,Sr. Varsity,Boys,Div II,Lester B. Pearson
1105,1994-95,Soccer,Varsity,Boys,Div I,Father Lacombe
1106,1994-95,Swimming,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1107,1994-95,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1108,1994-95,Track and Field,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1109,1994-95,Track and Field,Sr. Varsity,Boys,None,St. Francis
1110,1994-95,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1111,1994-95,Volleyball,Jr. Varsity,Boys,Div I,Western Canada
1112,1994-95,Volleyball,Jr. Varsity,Boys,Div II,Dr. E.P. Scarlett
1113,1994-95,Volleyball,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1114,1994-95,Volleyball,Jr. Varsity,Girls,Div II,Lord Beaverbrook
1115,1994-95,Volleyball,Sr. Varsity,Boys,Div I,Bishop Carroll
1116,1994-95,Volleyball,Sr. Varsity,Boys,Div II,Sir Winston Churchill
1117,1994-95,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
1118,1994-95,Volleyball,Sr. Varsity,Girls,Div II,Dr. E.P. Scarlett
1119,1994-95,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
1120,1994-95,Wrestling,Sr. Varsity,Girls,None,Sir Winston Churchill
1121,1995-96,Badminton,Aggregate,Coed,Div I,Western Canada
1122,1995-96,Badminton,Aggregate,Coed,Div II,Bishop Carroll
1123,1995-96,Basketball,Jr. Varsity,Boys,Div I,Sir W. Churchill
1124,1995-96,Basketball,Jr. Varsity,Boys,Div II,Bishop McNally
1125,1995-96,Basketball,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1126,1995-96,Basketball,Jr. Varsity,Girls,Div II,Central Memorial
1127,1995-96,Basketball,Sr. Varsity,Boys,Div I,Lord Beaverbrook
1128,1995-96,Basketball,Sr. Varsity,Boys,Div II,James Fowler
1129,1995-96,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
