,YEAR WON,SPORT,LEVEL,GENDER,DIVISION,WINNER
1187,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1188,,,Sr. Varsity,Girls,Div I,Sir Winston Churchill
1189,,Wrestling,,,,
1190,,,Sr. Varsity,Boys,None,Bishop Grandin
1191,1986-87,,,,,
1192,,Badminton,,,,
1193,,,Aggregate,Coed,Div I,Western Canada
1194,,,Aggregate,Coed,Div II,"St. Mary’s 
and John G. Diefenbaker"
1195,,Basketball,,,,
1196,,,Jr. Varsity,Boys,Div I,Bishop Grandin
1197,,,Jr. Varsity,Boys,Div II,St. Mary’s
1198,,,Jr. Varsity,Girls,Div I,Sir Winston Churchill
1199,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1200,,,Sr. Varsity,Boys,Div II,John G. Diefenbaker
1201,,,Sr. Varsity,Girls,Div I,Bishop Grandin
1202,,,Sr. Varsity,Girls,Div II,Bowness
1203,,Cross Country,,,,
1204,,,Grand Aggregate,Coed,None,Bishop Grandin
1205,,Diving,,,,
1206,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1207,,Field Hockey,,,,
1208,,,Jr. Varsity,Girls,None,Henry Wise Wood
1209,,,Varsity,Girls,Div I,St. Mary’s
1210,,Football,,,,
1211,,,Jr. Varsity,Boys,Div I,St. Francis
1212,,,Jr. Varsity,Boys,Div II,St. Mary’s
1213,,,Sr. Varsity,Boys,Div I,Bishop Grandin
1214,,,Sr. Varsity,Boys,Div II,Father Lacombe
1215,,Rugby,,,,
1216,,,Jr. Varsity,Boys,Div I,Western Canada
1217,,,Sr. Varsity,Boys,Div I,Henry Wise Wood
1218,,,Sr. Varsity,Boys,Div II,John G. Diefenbaker
1219,,Soccer,,,,
1220,,,Varsity,Boys,Div I,Western Canada
1221,,Swimming,,,,
1222,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1223,,Track and Field,,,,
1224,,,Jr. Varsity,Boys,None,Western Canada
1225,,,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1226,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1227,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1228,,Volleyball,,,,
1229,,,Jr. Varsity,Boys,Div I,Western Canada
1230,,,Jr. Varsity,Girls,Div I,Bishop Grandin
1231,,,Sr. Varsity,Boys,Div I,Bishop Grandin
1232,,,Sr. Varsity,Girls,Div I,Sir Winston Churchill
1233,,Wrestling,,,,
1234,,,Sr. Varsity,Boys,None,Henry Wise Wood
1235,1987-88,,,,,
1236,,Badminton,,,,
1237,,,Aggregate,Coed,Div I,Western Canada
1238,,,Aggregate,Coed,Div II,Dr. E.P. Scarlett
1239,,Basketball,,,,
1240,,,Jr. Varsity,Boys,Div I,Western Canada
1241,,,Jr. Varsity,Boys,Div II,Lord Beaverbrook
1242,,,Jr. Varsity,Girls,Div I,Western Canada
1243,,,Sr. Varsity,Boys,Div I,Western Canada
1244,,,Sr. Varsity,Boys,Div II,Lord Beaverbrook
1245,,,Sr. Varsity,Girls,Div I,St. Mary’s
1246,,,Sr. Varsity,Girls,Div II,William Aberhart
1247,,Cross Country,,,,
1248,,,Grand Aggregate,Coed,None,Western Canada
1249,,Diving,,,,
1250,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1251,,Field Hockey,,,,
1252,,,Jr. Varsity,Girls,None,St. Mary’s
1253,,,Varsity,Girls,Div I,St. Mary’s
1254,,Football,,,,
1255,,,Jr. Varsity,Boys,Div I,Lord Beaverbrook
1256,,,Jr. Varsity,Boys,Div II,Father Lacombe
1257,,,Sr. Varsity,Boys,Div I,St. Francis
1258,,,Sr. Varsity,Boys,Div II,Father Lacombe
1259,,Rugby,,,,
1260,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1261,,,Sr. Varsity,Boys,Div I,Western Canada
1262,,,Sr. Varsity,Boys,Div II,Ernest Manning
1263,,Soccer,,,,
1264,,,Varsity,Boys,Div I,Father Lacombe
1265,,Swimming,,,,
1266,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1267,,Track and Field,,,,
1268,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1269,,,Jr. Varsity,Girls,None,Western Canada
1270,,,Sr. Varsity,Boys,None,Western Canada
1271,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1272,,Volleyball,,,,
1273,,,Jr. Varsity,Boys,Div I,Western Canada
1274,,,Jr. Varsity,Girls,Div I,Father Lacombe
1275,,,Sr. Varsity,Boys,Div I,Western Canada
1276,,,Sr. Varsity,Girls,Div I,Western Canada
1277,,Wrestling,,,,
1278,,,Sr. Varsity,Boys,None,Bishop Grandin
1279,1988-89,,,,,
1280,,Badminton,,,,
1281,,,Aggregate,Coed,Div I,Western Canada
1282,,,Aggregate,Coed,Div II,Forest Lawn
1283,,Basketball,,,,
1284,,,Jr. Varsity,Boys,Div I,St. Mary’s
1285,,,Jr. Varsity,Boys,Div II,Crescent Heights
1286,,,Jr. Varsity,Girls,Div I,Bishop Grandin
1287,,,Jr. Varsity,Girls,Div II,John G. Diefenbaker
1288,,,Sr. Varsity,Boys,Div I,St. Mary’s
1289,,,Sr. Varsity,Boys,Div II,Crescent Heights
1290,,,Sr. Varsity,Girls,Div I,Western Canada
1291,,,Sr. Varsity,Girls,Div II,Crescent Heights
1292,,Cross Country,,,,
1293,,,Grand Aggregate,Coed,None,Western Canada
1294,,Diving,,,,
1295,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1296,,Field Hockey,,,,
1297,,,Jr. Varsity,Girls,None,Henry Wise Wood
1298,,,Varsity,Girls,Div I,Crescent Heights
1299,,Football,,,,
1300,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1301,,,Jr. Varsity,Boys,Div II,Crescent Heights
1302,,,Sr. Varsity,Boys,Div I,St. Francis
1303,,,Sr. Varsity,Boys,Div II,Ernest Manning
1304,,Rugby,,,,
1305,,,Jr. Varsity,Boys,Div I,Western Canada
1306,,,Sr. Varsity,Boys,Div I,Western Canada
1307,,,Sr. Varsity,Boys,Div II,Lord Beaverbrook
1308,,Soccer,,,,
1309,,,Varsity,Boys,Div I,Father Lacombe
1310,,Swimming,,,,
1311,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1312,,Track and Field,,,,
1313,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1314,,,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1315,,,Sr. Varsity,Boys,None,Western Canada
1316,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1317,,Volleyball,,,,
1318,,,Jr. Varsity,Boys,Div I,Western Canada
1319,,,Jr. Varsity,Girls,Div I,Western Canada
1320,,,Sr. Varsity,Boys,Div I,Western Canada
1321,,,Sr. Varsity,Girls,Div I,Western Canada
1322,,Wrestling,,,,
1323,,,Jr. Varsity,Boys,None,Western Canada
1324,,,Sr. Varsity,Boys,None,Bishop Grandin
1325,1989-90,,,,,
1326,,Badminton,,,,
1327,,,Aggregate,Coed,Div I,Western Canada
1328,,,Aggregate,Coed,Div II,Bishop Carroll
1329,,Basketball,,,,
1330,,,Jr. Varsity,Boys,Div I,Sir W. Churchill
1331,,,Jr. Varsity,Boys,Div II,Queen Elizabeth
1332,,,Jr. Varsity,Girls,Div I,Bishop Grandin
1333,,,Jr. Varsity,Girls,Div II,William Aberhart
1334,,,Sr. Varsity,Boys,Div I,Western Canada
1335,,,Sr. Varsity,Boys,Div II,Father Lacombe
1336,,,Sr. Varsity,Girls,Div I,Western Canada
1337,,,Sr. Varsity,Girls,Div II,Bowness
1338,,Cross Country,,,,
1339,,,Grand Aggregate,Coed,None,Bishop Grandin
1340,,Diving,,,,
1341,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1342,,Field Hockey,,,,
1343,,,Jr. Varsity,Girls,None,Henry Wise Wood
1344,,,Varsity,Girls,Div I,Henry Wise Wood
1345,,Football,,,,
1346,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1347,,,Jr. Varsity,Boys,Div II,Ernest Manning
1348,,,Sr. Varsity,Boys,Div I,St. Francis
1349,,,Sr. Varsity,Boys,Div II,Ernest Manning
1350,,Rugby,,,,
1351,,,Jr. Varsity,Boys,Div I,Central Memorial
1352,,,Sr. Varsity,Boys,Div II,Bishop Carroll
1353,,Soccer,,,,
1354,,,Varsity,Boys,Div I,St. Francis
1355,,Swimming,,,,
1356,,,Grand Aggregate,Coed,None,William Aberhart
1357,,Track and Field,,,,
1358,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1359,,,Jr. Varsity,Girls,None,Bishop Grandin
1360,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1361,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1362,,Volleyball,,,,
1363,,,Jr. Varsity,Boys,Div I,Western Canada
1364,,,Jr. Varsity,Boys,Div II,Central Memorial
1365,,,Jr. Varsity,Girls,Div I,Western Canada
1366,,,Jr. Varsity,Girls,Div II,John G. Diefenbaker
1367,,,Sr. Varsity,Boys,Div I,Western Canada
1368,,,Sr. Varsity,Boys,Div II,St. Mary’s
1369,,,Sr. Varsity,Girls,Div I,Bishop Carroll
1370,,,Sr. Varsity,Girls,Div II,James Fowler
1371,,Wrestling,,,,
1372,,,Jr. Varsity,Boys,None,Western Canada
1373,,,Sr. Varsity,Boys,None,Bishop Grandin
1374,1990-91,,,,,
1375,,Badminton,,,,
1376,,,Aggregate,Coed,Div I,Western Canada
1377,,,Aggregate,Coed,Div II,William Aberhart
1378,,Basketball,,,,
1379,,,Jr. Varsity,Boys,Div I,Western Canada
1380,,,Jr. Varsity,Boys,Div II,James Fowler
1381,,,Jr. Varsity,Girls,Div I,Western Canada
1382,,,Jr. Varsity,Girls,Div II,Father Lacombe
1383,,,Sr. Varsity,Boys,Div I,St. Francis
1384,,,Sr. Varsity,Boys,Div II,William Aberhart
1385,,,Sr. Varsity,Girls,Div I,Western Canada
1386,,,Sr. Varsity,Girls,Div II,Bowness
1387,,Cross Country,,,,
1388,,,Grand Aggregate,Coed,None,Bishop Carroll
1389,,Diving,,,,
1390,,,Grand Aggregate,Coed,None,John G. Diefenbaker
1391,,Field Hockey,,,,
1392,,,Jr. Varsity,Girls,None,Sir Winston Churchill
1393,,,Varsity,Girls,Div I,Henry Wise Wood
1394,,Football,,,,
1395,,,Jr. Varsity,Boys,Div I,Sir Winston Churchill
1396,,,Jr. Varsity,Boys,Div II,St. Mary’s
1397,,,Sr. Varsity,Boys,Div I,St. Francis
1398,,,Sr. Varsity,Boys,Div II,St. Mary’s
1399,,Rugby,,,,
1400,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1401,,,Jr. Varsity,Boys,Div II,Central Memorial
1402,,,Sr. Varsity,Boys,Div I,Henry Wise Wood
1403,,,Sr. Varsity,Boys,Div II,William Aberhart
1404,,Soccer,,,,
1405,,,Varsity,Boys,Div I,Sir Winston Churchill
1406,,Swimming,,,,
1407,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1408,,Track and Field,,,,
1409,,,Jr. Varsity,Boys,None,Western Canada
1410,,,Jr. Varsity,Girls,None,Western Canada
1411,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1412,,,Sr. Varsity,Girls,None,Western Canada
1413,,Volleyball,,,,
1414,,,Jr. Varsity,Boys,Div I,James Fowler
1415,,,Jr. Varsity,Boys,Div II,Bowness
1416,,,Jr. Varsity,Girls,Div I,St. Francis
1417,,,Jr. Varsity,Girls,Div II,William Aberhart
1418,,,Sr. Varsity,Boys,Div I,Crescent Heights
1419,,,Sr. Varsity,Boys,Div II,William Aberhart
1420,,,Sr. Varsity,Girls,Div I,Sir Winston Churchill
1421,,,Sr. Varsity,Girls,Div II,Bowness
1422,,Wrestling,,,,
1423,,,Jr. Varsity,Boys,None,Western Canada
1424,,,Sr. Varsity,Boys,None,Bishop Grandin
1425,1991-92,,,,,
1426,,Badminton,,,,
1427,,,Aggregate,Coed,Div I,Western Canada
1428,,,Aggregate,Coed,Div II,William Aberhart
1429,,Basketball,,,,
1430,,,Jr. Varsity,Boys,Div I,Lester B. Pearson
1431,,,Jr. Varsity,Boys,Div II,Forest Lawn
1432,,,Jr. Varsity,Girls,Div I,Lester B. Pearson
1433,,,Jr. Varsity,Girls,Div II,St. Mary’s
1434,,,Sr. Varsity,Boys,Div I,St. Francis
1435,,,Sr. Varsity,Boys,Div II,Bowness
1436,,,Sr. Varsity,Girls,Div I,Western Canada
1437,,,Sr. Varsity,Girls,Div II,Bowness
1438,,Cross Country,,,,
1439,,,Grand Aggregate,Coed,None,Western Canada
1440,,Diving,,,,
1441,,,Grand Aggregate,Coed,None,John G. Diefenbaker
1442,,Field Hockey,,,,
1443,,,Jr. Varsity,Girls,None,Western Canada
1444,,,Varsity,Girls,Div I,Henry Wise Wood
1445,,Football,,,,
1446,,,Jr. Varsity,Boys,Div I,St. Francis
1447,,,Jr. Varsity,Boys,Div II,Dr. E.P. Scarlett
1448,,,Sr. Varsity,Boys,Div I,Henry Wise Wood
1449,,,Sr. Varsity,Boys,Div II,St. Mary’s
1450,,Rugby,,,,
1451,,,Jr. Varsity,Boys,Div I,Bishop Grandin
1452,,,Jr. Varsity,Boys,Div II,Lester B. Pearson
1453,,,Sr. Varsity,Boys,Div I,Henry Wise Wood
1454,,,Sr. Varsity,Boys,Div II,Central Memorial
1455,,Soccer,,,,
1456,,,Varsity,Boys,Div I,St. Francis
1457,,Swimming,,,,
1458,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1459,,Track and Field,,,,
1460,,,Jr. Varsity,Boys,None,Western Canada
1461,,,Jr. Varsity,Girls,None,Sir Winston Churchill
1462,,,Sr. Varsity,Boys,None,Western Canada
1463,,,Sr. Varsity,Girls,None,Western Canada
1464,,Volleyball,,,,
1465,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1466,,,Jr. Varsity,Boys,Div II,Queen Elizabeth
1467,,,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1468,,,Jr. Varsity,Girls,Div II,Father Lacombe
1469,,,Sr. Varsity,Boys,Div I,Father Lacombe
1470,,,Sr. Varsity,Boys,Div II,Bowness
1471,,,Sr. Varsity,Girls,Div I,William Aberhart
1472,,,Sr. Varsity,Girls,Div II,Bowness
1473,,Wrestling,,,,
1474,,,Jr. Varsity,Boys,None,Not Awarded
1475,,,Sr. Varsity,Boys,None,Bishop Grandin
1476,1992-93,,,,,
1477,,Badminton,,,,
1478,,,Aggregate,Coed,Div I,Western Canada
1479,,,Aggregate,Coed,Div II,William Aberhart
1480,,Basketball,,,,
1481,,,Jr. Varsity,Boys,Div I,St. Francis
1482,,,Jr. Varsity,Boys,Div II,Bowness
1483,,,Jr. Varsity,Girls,Div I,Crescent Heights
1484,,,Jr. Varsity,Girls,Div II,Henry Wise Wood
1485,,,Sr. Varsity,Boys,Div I,Lord Beaverbrook
1486,,,Sr. Varsity,Boys,Div II,Forest Lawn
1487,,,Sr. Varsity,Girls,Div I,Western Canada
1488,,,Sr. Varsity,Girls,Div II,Bowness
1489,,Cross Country,,,,
1490,,,Grand Aggregate,Coed,None,Bishop Carroll
1491,,Diving,,,,
1492,,,Grand Aggregate,Coed,None,Lord Beaverbrook
1493,,Field Hockey,,,,
1494,,,Jr. Varsity,Girls,None,Western Canada
1495,,,Varsity,Girls,Div I,William Aberhart
1496,,Football,,,,
1497,,,Jr. Varsity,Boys,Div I,Lord Beaverbrook
1498,,,Jr. Varsity,Boys,Div II,Father Lacombe
1499,,,Sr. Varsity,Boys,Div I,St. Francis
1500,,,Sr. Varsity,Boys,Div II,Bishop Carroll
1501,,Rugby,,,,
1502,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1503,,,Jr. Varsity,Boys,Div II,Lester B. Pearson
1504,,,Sr. Varsity,Boys,Div I,Western Canada
1505,,,Sr. Varsity,Boys,Div II,Central Memorial
1506,,Soccer,,,,
1507,,,Varsity,Boys,Div I,Father Lacombe
1508,,Swimming,,,,
1509,,,Grand Aggregate,Coed,None,Lord Beaverbrook
1510,,Track and Field,,,,
1511,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1512,,,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1513,,,Sr. Varsity,Boys,None,Bishop Carroll
1514,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1515,,Volleyball,,,,
1516,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1517,,,Jr. Varsity,Boys,Div II,Queen Elizabeth
1518,,,Jr. Varsity,Girls,Div I,Sir Winston Churchill
1519,,,Jr. Varsity,Girls,Div II,St. Mary’s
1520,,,Sr. Varsity,Boys,Div I,Bishop Carroll
1521,,,Sr. Varsity,Boys,Div II,Queen Elizabeth
1522,,,Sr. Varsity,Girls,Div I,Western Canada
1523,,,Sr. Varsity,Girls,Div II,Bowness
1524,,Wrestling,,,,
1525,,,Sr. Varsity,Boys,None,Bishop Grandin
1526,1993-94,,,,,
1527,,Badminton,,,,
1528,,,Aggregate,Coed,Div I,Western Canada
1529,,,Aggregate,Coed,Div II,William Aberhart
1530,,Basketball,,,,
1531,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1532,,,Jr. Varsity,Boys,Div II,St. Mary’s
1533,,,Jr. Varsity,Girls,Div I,Lester B. Pearson
1534,,,Jr. Varsity,Girls,Div II,Lord Beaverbrook
1535,,,Sr. Varsity,Boys,Div I,Bishop Grandin
1536,,,Sr. Varsity,Boys,Div II,Central Memorial
1537,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1538,,,Sr. Varsity,Girls,Div II,Bishop Carroll
1539,,Cross Country,,,,
1540,,,Grand Aggregate,Coed,None,Bishop Carroll
1541,,Diving,,,,
1542,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1543,,Field Hockey,,,,
1544,,,Jr. Varsity,Girls,None,Sir Winston Churchill
1545,,,Varsity,Girls,Div I,Crescent Heights
1546,,Football,,,,
1547,,,Jr. Varsity,Boys,Div I,St. Francis
1548,,,Jr. Varsity,Boys,Div II,Father Lacombe
1549,,,Sr. Varsity,Boys,Div I,James Fowler
1550,,,Sr. Varsity,Boys,Div II,Bowness
1551,,Rugby,,,,
1552,,,Jr. Varsity,Boys,Div I,Bishop Grandin
1553,,,Sr. Varsity,Boys,Div I,St. Francis
1554,,,Sr. Varsity,Boys,Div II,Bowness
1555,,Soccer,,,,
1556,,,Varsity,Boys,Div I,Father Lacombe
1557,,Swimming,,,,
1558,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1559,,Track and Field,,,,
1560,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1561,,,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1562,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1563,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1564,,Volleyball,,,,
1565,,,Jr. Varsity,Boys,Div I,Western Canada
1566,,,Jr. Varsity,Boys,Div II,Central Memorial
1567,,,Jr. Varsity,Girls,Div I,Lord Beaverbrook
1568,,,Jr. Varsity,Girls,Div II,Henry Wise Wood
1569,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1570,,,Sr. Varsity,Boys,Div II,Western Canada
1571,,,Sr. Varsity,Girls,Div I,Western Canada
1572,,,Sr. Varsity,Girls,Div II,Lord Beaverbrook
1573,,Wrestling,,,,
1574,,,Sr. Varsity,Boys,None,Bishop Grandin
1575,1994-95,,,,,
1576,,Badminton,,,,
1577,,,Aggregate,Coed,Div I,Western Canada
1578,,,Aggregate,Coed,Div II,Lester B. Pearson
1579,,Basketball,,,,
1580,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1581,,,Jr. Varsity,Boys,Div II,Father Lacombe
1582,,,Jr. Varsity,Girls,Div I,Bishop Grandin
1583,,,Jr. Varsity,Girls,Div II,St. Francis
1584,,,Sr. Varsity,Boys,Div I,Lester B. Pearson
1585,,,Sr. Varsity,Boys,Div II,Central Memorial
1586,,,Sr. Varsity,Girls,Div I,William Aberhart
1587,,,Sr. Varsity,Girls,Div II,Father Lacombe
1588,,Cross Country,,,,
1589,,,Grand Aggregate,Coed,None,Western Canada
1590,,Diving,,,,
1591,,,Grand Aggregate,Coed,None,John G. Diefenbaker
1592,,Field Hockey,,,,
1593,,,Jr. Varsity,Girls,None,St. Mary’s
1594,,,Varsity,Girls,Div I,Henry Wise Wood
1595,,Football,,,,
1596,,,Jr. Varsity,Boys,Div I,Bishop Carroll
1597,,,Jr. Varsity,Boys,Div II,Father Lacombe
1598,,,Sr. Varsity,Boys,Div I,St. Francis
1599,,,Sr. Varsity,Boys,Div II,William Aberhart
1600,,Rugby,,,,
1601,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1602,,,Jr. Varsity,Boys,Div II,Lester B. Pearson
1603,,,Sr. Varsity,Boys,Div I,Crescent Heights
1604,,,Sr. Varsity,Boys,Div II,Lester B. Pearson
1605,,Soccer,,,,
1606,,,Varsity,Boys,Div I,Father Lacombe
1607,,Swimming,,,,
1608,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1609,,Track and Field,,,,
1610,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1611,,,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1612,,,Sr. Varsity,Boys,None,St. Francis
1613,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1614,,Volleyball,,,,
1615,,,Jr. Varsity,Boys,Div I,Western Canada
1616,,,Jr. Varsity,Boys,Div II,Dr. E.P. Scarlett
1617,,,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1618,,,Jr. Varsity,Girls,Div II,Lord Beaverbrook
1619,,,Sr. Varsity,Boys,Div I,Bishop Carroll
1620,,,Sr. Varsity,Boys,Div II,Sir Winston Churchill
1621,,,Sr. Varsity,Girls,Div I,Bishop Carroll
1622,,,Sr. Varsity,Girls,Div II,Dr. E.P. Scarlett
1623,,Wrestling,,,,
1624,,,Sr. Varsity,Boys,None,Bishop Grandin
1625,,,Sr. Varsity,Girls,None,Sir Winston Churchill
1626,1995-96,,,,,
1627,,Badminton,,,,
1628,,,Aggregate,Coed,Div I,Western Canada
1629,,,Aggregate,Coed,Div II,Bishop Carroll
1630,,Basketball,,,,
1631,,,Jr. Varsity,Boys,Div I,Sir W. Churchill
1632,,,Jr. Varsity,Boys,Div II,Bishop McNally
1633,,,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1634,,,Jr. Varsity,Girls,Div II,Central Memorial
1635,,,Sr. Varsity,Boys,Div I,Lord Beaverbrook
1636,,,Sr. Varsity,Boys,Div II,James Fowler
1637,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1638,,,Sr. Varsity,Girls,Div II,St. Mary’s
1639,,Cross Country,,,,
1640,,,Grand Aggregate,Coed,None,Bishop Carroll
1641,,Diving,,,,
1642,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1643,,Field Hockey,,,,
1644,,,Jr. Varsity,Girls,None,William Aberhart
1645,,,Varsity,Girls,Div I,Henry Wise Wood
1646,,Football,,,,
1647,,,Jr. Varsity,Boys,Div I,St. Francis
1648,,,Jr. Varsity,Boys,Div II,Western Canada
1649,,,Sr. Varsity,Boys,Div I,St. Francis
1650,,,Sr. Varsity,Boys,Div II,William Aberhart
1651,,Rugby,,,,
1652,,,Jr. Varsity,Boys,Div I,Lord Beaverbrook
1653,,,Jr. Varsity,Boys,Div II,Bowness
1654,,,Sr. Varsity,Boys,Div I,Bishop Grandin
1655,,,Sr. Varsity,Boys,Div II,James Fowler
1656,,Soccer,,,,
1657,,,Varsity,Boys,Div I,Father Lacombe
1658,,Swimming,,,,
1659,,,Grand Aggregate,Coed,None,Lord Beaverbrook
1660,,Track and Field,,,,
1661,,,Jr. Varsity,Boys,None,Western Canada
1662,,,Jr. Varsity,Girls,None,Western Canada
1663,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1664,,,Sr. Varsity,Girls,None,Western Canada
1665,,Volleyball,,,,
1666,,,Jr. Varsity,Boys,Div I,Sir Winston Churchill
1667,,,Jr. Varsity,Boys,Div II,John G. Diefenbaker
1668,,,Jr. Varsity,Girls,Div I,Lord Beaverbrook
1669,,,Jr. Varsity,Girls,Div II,St. Francis
1670,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1671,,,Sr. Varsity,Boys,Div II,Dr. E.P. Scarlett
1672,,,Sr. Varsity,Girls,Div I,William Aberhart
1673,,,Sr. Varsity,Girls,Div II,St. Mary’s
1674,,Wrestling,,,,
1675,,,Sr. Varsity,Boys,None,
1676,,,Sr. Varsity,Girls,None,Sir Winston Churchill
1677,1996-97,,,,,
1678,,Badminton,,,,
1679,,,Aggregate,Coed,Div I,Western Canada
1680,,,Aggregate,Coed,Div II,Bishop Carroll
1681,,Basketball,,,,
1682,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1683,,,Jr. Varsity,Boys,Div II,Central Memorial
1684,,,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1685,,,Jr. Varsity,Girls,Div II,Bishop Carroll
1686,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1687,,,Sr. Varsity,Boys,Div II,Central Memorial
1688,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1689,,,Sr. Varsity,Girls,Div II,Bishop McNally
1690,,Cross Country,,,,
1691,,,Grand Aggregate,Coed,None,
1692,,Diving,,,,
1693,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1694,,Field Hockey,,,,
1695,,,Jr. Varsity,Girls,None,Sir Winston Churchill
1696,,,Varsity,Girls,Div I,William Aberhart
1697,,Football,,,,
1698,,,Jr. Varsity,Boys,Div I,St. Francis
1699,,,Jr. Varsity,Boys,Div II,St. Mary’s
1700,,,Sr. Varsity,Boys,Div I,St. Francis
1701,,,Sr. Varsity,Boys,Div II,St. Mary’s
1702,,Rugby,,,,
1703,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1704,,,Jr. Varsity,Boys,Div II,John G. Diefenbaker
1705,,,Sr. Varsity,Boys,Div I,Lord Beaverbrook
1706,,,Sr. Varsity,Boys,Div II,Bowness
1707,,Soccer,,,,
1708,,,Varsity,Boys,Div I,Bishop McNally
1709,,Swimming,,,,
1710,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1711,,Track and Field,,,,
1712,,,Grand Aggregate,Coed,None,
1713,,Volleyball,,,,
1714,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1715,,,Jr. Varsity,Boys,Div II,Crescent Heights
1716,,,Jr. Varsity,Girls,Div I,Sir Winston Churchill
1717,,,Jr. Varsity,Girls,Div II,Central Memorial
1718,,,Sr. Varsity,Boys,Div I,Western Canada
1719,,,Sr. Varsity,Boys,Div II,William Aberhart
1720,,,Sr. Varsity,Girls,Div I,Sir Winston Churchill
1721,,,Sr. Varsity,Girls,Div II,William Aberhart
1722,,Wrestling,,,,
1723,,,Sr. Varsity,Boys,None,Bishop Grandin
1724,,,Sr. Varsity,Girls,None,"Bishop Grandin 
and Sir Winston Churchill"
1725,1997-98,,,,,
1726,,Badminton,,,,
1727,,,Aggregate,Coed,Div I,Western Canada
1728,,,Aggregate,Coed,Div II,William Aberhart
1729,,Basketball,,,,
1730,,,Jr. Varsity,Boys,Div I,St. Francis
1731,,,Jr. Varsity,Boys,Div II,Central Memorial
1732,,,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1733,,,Jr. Varsity,Girls,Div II,Lord Beaverbrook
1734,,,Sr. Varsity,Boys,Div I,William Aberhart
1735,,,Sr. Varsity,Boys,Div II,Forest Lawn
